nombre,sexo,edad,tamaño,especie,descripcion,protectora,ubicación,peso,nivel_actividad,mi_historia,url,origen,cluster
Azul,Male,Puppy,Unknown,Dog,"Good at home, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful",GABProtectora,"Barcelona, España",3.8 kg,High,"Y aquí empieza la historia de este pequeño, ha llegado a nosotras por aviso de compañeras de Andalucía, lo había recogido la policía local y estaba en dependencias municipales a la espera de que la perrera se lo llevase, pero gracias al aviso que nos dieron, pudieron recogerlo y aquí estamos, buscando familia para este bebé que hemos bautizado como Azul💙💙

🐶Poco sabemos de él, ha pasado ya por veterinario y le calculan alrededor de 4/5meses y pesa 3,800kg.

Buscamos una familia para Azul que le enseñe lo que es vivir cuidado y mimado en un hogar🏡

⚠️Recordar que los bebés demandan mucho tiempo, juego y atención, así que seria ideal familias que pasen el mayor tiempo posible en casa, ya que hay que educarles, enseñarles, basándose en el amor y estableciendo una relación de confianza, paciencia y respeto.",https://petshelter.miwuki.com/c/gSQP417aZP,miwuki,0
Lucy,Female,Young,Medium,Dog,"Good with children, Good with other animals, Good with other dogs, Affectionate, Independent, Obedient",Rescate Animal Marina AltaProtectora,"Alicante, España",0 kg,Undetermined,"Lucy, hembra, 2 años, Pointer inglés, positiva en leishmania ( bajo control) asustadiza, sociable con otros perros. Dulce y cariñosa. Lucy, female, 2 years old, English Pointer, leishmaniasis positive ( under control) Shy at the beginning, good with other Dogs. Sweet and loving girl.",https://petshelter.miwuki.com/c/Bvk31EMYcW,miwuki,2
Pirata,Male,Adult,Unknown,Dog,"Good with other dogs, Good with people, Affectionate, Likes company, Playful",ADEA Vilassar de DaltProtectora,"Barcelona, España",30 kg,Medium,"La historia de Pirata es la de un perro que nunca supo lo que era la libertad…hasta ahora✨

Durante 6 años ha vivido encerrado en una casa, sin ningún contacto con el mundo exterior, y cuando perdió a su dueño y entró al refugio no confiaba en nadie . Llegó asustado, sin saber lo que era el contacto humano, sin poder relacionarse con otros perros.

8 meses después… con paciencia, amor y respeto, Pirata ha cambiado. Ahora disfruta de la compañía de personas, se acerca con curiosidad y hasta comparte momentos de juego con otros perros en el patio. Pero aún le falta el último paso… encontrar su hogar definitivo❤️

✔️ 6/7 años y alrededor de 30kg
✔️ Vacunado y negativo en enfermedades
✔️ Cariñoso cuando te conoce
✔️ Apto con otros perros

🏡 Pirata necesita una familia con corazón grande y paciencia infinita, alguien que le enseñe que la vida no es encierro, sino amor y libertad.",https://petshelter.miwuki.com/c/zTGw0AtgrB,miwuki,0
Tico,Male,Young,Medium,Dog,Descripción no disponible,DogHorseCityProtectora,"Toledo, España",0 kg,Undetermined,"❤️🐾TICO
Mestizo nacido aprox. 02/2022

Tico llegó junto a su hermano Romy. Dos gotas de agua que vivieron el mismo abandono.

Y sin embargo, son dos almas hiperagradecidas y cariñosas. Tico es tranquilo, mimoso, sociable con personas y perros, no ha dado ningún problema desde que llegó. 

Solo necesita una oportunidad…

❤️🐾Para ADOPCIÓN:
https://goo.gl/forms/CzmkbzfE6HrFQXsR2

🏠 Para ACOGIDA:
https://goo.gl/forms/eAmOvkdw2JPo3JAt2

🧔🏻🐶 Para APADRINAR:
https://goo.gl/forms/wIwXNmLOe3iogggT2

ℹ️Para más INFO: adoptaysalvaunavida.org
doghorsecity.org

🇬🇧For more information please contact:
🇩🇪Für weitere Information schreiben Sie bitte an:
🇫🇷Pour plus d'informations s'il vous plaît contacter:

dogcityspain@outlook.es
Or fill out the adoption questionnaire:
https://goo.gl/forms/7oyL2GsWntcbcnym1",https://petshelter.miwuki.com/c/dufUIIz255,miwuki,5
Panda,Male,Adult,Unknown,Dog,"Good at home, Good in the car, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk",Brigada AnimalistaProtectora,"Cádiz, España",kg,Medium,"Este oso amoroso se llama Panda y es un buenazo, american stanford, por lo que necesita licencia PPP. Nació aproximadamente el 15/4/2022. Panda pesa 36 kilos y es un perro tranquilo y afable aunque por su tamaño resulta algo brutote. Panda es muy cariñoso con personas, le encanta estar con humanos, con otros perros si se hacen las presentaciones adecuadamente no tiene que haber problemas aunque por circunstancias de su acogida no tiene muchas ocasiones de socializar en donde está. Panda lleva mucho tiempo esperando una familia, ha tenido muy mala suerte a pesar de ser joven y estar sano como una manzana, su raza le condena a ser invisible, pero ya le toca tener por fin la oportunidad de sentir lo que es un hogar. Panda es una maravilla y tiene que haber una familia por ahí que vea más allá de esa cabeza grandota que en realidad lo único que quiere es dar lametones.",https://petshelter.miwuki.com/c/bFyEVOI63Z,miwuki,0
Cisco,Male,Adult,Medium,Dog,"Affectionate, Likes company, Playful",No Me AbandonesProtectora,"Cádiz, España",0 kg,Medium,"Llevo ya bastante tiempo en el refugio, llegué en unas condiciones lamentables tanto físicas como psicológicas. Pero aún así, a pesar de todo el daño que me hicieron, me encanta pasar el tiempo con los voluntarios que vienen a cuidarnos y darnos mucho cariño.
Tengo muchas ganas de encontrar una familia que me quiera y me ayude a seguir mejorando, aunque he de decir que echaré mucho de menos a los humanos de la protectora.
Ojalá alguien se anime a darme una segunda oportunidad porque creo que todos mis compis peludos nos la merecemos. Así que, si quieres un perrito que te dé mucho amor y sea tremendamente agradecido, ese soy yo.",https://petshelter.miwuki.com/c/ysEzw2udN2,miwuki,0
Spoon,Male,Adult,Large,Dog,"Good with other dogs, Good with people, Playful",Isa B.Particular,"Zaragoza, España",35 kg,Undetermined,Se da en adopción Precioso Husky siberiano de 8 años de edad. Castrado y chipado muy buen perro cariñoso,https://petshelter.miwuki.com/c/NABu1qMDRs,miwuki,2
Tofu,Male,Young,Large,Dog,"Good at home, Good in the car, Good with children, Good with people, Affectionate, Likes company, Sleepy, Playful, Likes to walk, Protective",Susanna B.Particular,"Barcelona, España",45 kg,High,"Tofu es un perro de 2 años muy bueno, noble, cariñoso y muy inteligente que adoptamos en una protectora de Granollers. 
En casa tenemos otro perro adoptado desde hace 6 años llamado Golfo. Tofu siempre se ha mostrado dominante con Golfo, pero hace unas semanas esto fue a más y han tenido varias peleas que nos obligan a tenerlos que separar por el bien de ambos (nos hemos puesto en contacto con profesionales y nos han recomendado esta decisión). Vivimos en una casa pequeña y nos es imposible tenerlos por separado en la misma casa, por esta razón buscamos un hogar para Tofu.
Nunca ha tenido problemas con otros perros de la familia ni con perros paseando por la calle, de hecho se muestra más bien sumiso con ellos.
Es un perro grande con bastante energía, por lo que sería mejor que tuviera un espacio exterior donde poder correr, o bien alguien con el suficiente tiempo para darle largos paseos.
Urge la adopción ya que no tenemos dónde tenerlo, ahora mismo está en un hotel para perros donde solo podemos visitarlo los sábados, nos rompe el corazón tenerlo ahí solo porque se merece una familia que lo cuide y le de amor.",https://petshelter.miwuki.com/c/3CapLZzxwU,miwuki,0
Albin,Male,Adult,Medium,Dog,"Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate",Dejan HuellaProtectora,"Córdoba, España",13 kg,Medium,"Noble, tranquilo, simpático, cariñoso y mimosón. Perfecto para una familia, necesita un hueco en vuestra vida. Dale una oportunidad, se la merece :)",https://petshelter.miwuki.com/c/H6Ltm0qOi5,miwuki,2
Cora Georgeta Matei,Male,Young,Medium,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Sleepy, Independent, Playful, Obedient, Likes to walk, Protective, Shy",Cora Georgeta M.Particular,"Zaragoza, España",16 kg,High,"Hola un dia unos chavales eataban haciendo una barbacoa en un pueblo y por el olor a comida llegue a ver si me daban algo me dieron agua y comida y me llevaron con ellos con la intencion de buscarme una familia que me quiera y me acepte, tenia muchas heridas y un collar que se me habia quedado pequeño y tenia la carne viva me llevaron al veterinario y me curraron llevo mucho tiempo en acogida la chica tiene otro perro y nos echaron de la casa donde viviamos ella se fue y no se pudo hacer cargo mas de mi entonces me dejo en casa de su padre que tampoco me puedo quedar maa tiempo porque la dueña no acepta animales 😔. Ayudarme porfavor a encontrar una familia. Graciaa",https://petshelter.miwuki.com/c/90hzpXbQIw,miwuki,0
Django,Male,Adult,Large,Dog,"Good with children, Good with other dogs, Good with people, Affectionate",ARCA SEVILLAProtectora,"Sevilla, España",0 kg,Medium,"Django se llevo semanas y semanas malviviendo por las calles de un pueblo de Sevilla, su estado cada vez era peor, se hacía más visible las secuelas de la vida de abandono. Django es un gran perro en todos los sentidos, tranquilo, cariñoso, juega cuando le das juego.",https://petshelter.miwuki.com/c/9Jx47Rv0WH,miwuki,2
Billy,Male,Adult,Unknown,Dog,Descripción no disponible,Affinity Nutrition CenterProtectora,"Barcelona, España",kg,Undetermined,"Billy es un perro muy cariñoso, sociable, y tranquilo, deseoso de encontrar una familia, preferentemente sin otros perros. Idealmente podría ser adoptado junto con Canela, la perrita con la que sale en la última foto.",https://petshelter.miwuki.com/c/s3ANWeAVsA,miwuki,5
Mia,Female,Young,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good temperament, Affectionate, Likes company, Escapista, Playful, Obedient, Likes to walk",Orfanato FelinoProtectora,"Toledo, España",20 kg,Very High,Historia no disponible,https://petshelter.miwuki.com/c/kxDncUy3u0,miwuki,0
James,Male,Adult,Medium,Dog,"Good in the car, Good with other dogs, Affectionate, Playful",Life4PitbullsProtectora,"Barcelona, España",20 kg,Medium,"Este bellezón es JAMES, y es nuevo en la familia Life.
James tiene tan sólo 2️⃣años y ya sabe lo que es el abandono 🥺. Es bueno, sociable y divertido, ideal para hacer excursiones con él y disfrutar juntos.
Quieres darle una familia a James??😉",https://petshelter.miwuki.com/c/aQknaRfgrD,miwuki,0
Malteado,Male,Young,Medium,Dog,"Affectionate, Playful, Obedient, Likes to walk",AnaaProtectora,"Madrid, España",20.5 kg,High,"Edad: 1 año y 2 meses
F. nac.: 31-05-2022
Raza: *Pit Bull
Sexo: Macho
Tamaño: mediano
Peso: 20,50 Kg
Esterilizado: Sí
Carácter: Llevo poco tiempo en ANAA y todavía me están conociendo. Me han dicho que la media de estancia aquí es de unos 3 meses hasta que encontramos a nuestra familia de adopción...anda, no me hagas pasar el verano en un albergue...si ya sabes que quieres que un animal forme parte de tu familia, venir todos un sábado con cita previa a nuestro Centro de acogida.

Si te decides por adoptar un perro o un cachorro en ANAA, te lo llevarás a casa vacunado, desparasitado, con análisis de leishmaniosis y esterilizado (en caso de cachorros o de animales que no estén aún esterilizados en el momento de la adopción, dicha intervención será realizada gratuitamente por nuestros veterinarios). Para cubrir una pequeña parte de todos estos gastos, ANAA pide 120€ por adopción en concepto de donativo. ANAA sólo entrega a sus animales en adopción en la Comunidad de Madrid.

AVISO IMPORTANTE: Las adopciones y visitas al Centro de Adopción se concentran principalmente los sábados de 12 a 18 h, tras concesión de cita previa, por lo que en función de la afluencia de gente el tiempo de espera hasta ser atendidos y el tiempo de elección y formalización de la adopción puede llegar a alargarse varias horas. Dada la importancia de conseguir una correcta elección del animal y un completo asesoramiento, rogamos se tenga en cuenta esta situación y se vaya con idea de dedicar el día a la visita a nuestro centro, pensando incluso en la posibilidad de llevar comida preparada para tomarla allí si se va a media mañana. Recordamos que si se está interesado en un animal adulto la adopción puede realizarse entresemana con cita previa. Las adopciones de cachorros sólo pueden efectuarse los sábados, dado que el resto de la semana están en casas de acogida. Para más información escríbenos a anaa@anaaweb.org",https://petshelter.miwuki.com/c/NP5tiIx41e,miwuki,0
Pluja,Female,Adult,Unknown,Dog,"Good at home, Good in the car, Good with other dogs, Good with people, Affectionate, Likes company, Independent, Playful, Obedient, Likes to walk, Protective",Dani B.Particular,"Barcelona, España",18 kg,Medium,"Pluja es una perra enérgica que encontramos abandonada, siempre la hemos cuidado hasta el dia de hoy que ya no nos podemos hacer cargo.",https://petshelter.miwuki.com/c/APpsHPcaGc,miwuki,0
Montse,Female,Adult,Medium,Dog,"Good with children, Good with other dogs, Good with people, Affectionate, Obedient",Asociación Cuenta ConmigoProtectora,"Valencia, España",15 kg,Medium,"Montse, una preciosa hembra nacida en marzo del 2013, es de tamaño mediano ( 15 kilos aprox. ) y está esterilizada. Montse estaba en medio de un campo de naranjos en pleno verano.. la cogió la policía para llevarla a la perrera. La pobre tenía las tetas muy hinchadas.. había tenido cachorros hacía poco, pero ni rastro de los bebés. No pudimos dejar que la llevaran a la perrera y la llevamos a residencia. Lleva varios años en residencia y nadie ha preguntado por ella, con lo bonita que es, simpática, cariñosa, dulce, buena.. le encanta siempre estar cerca de tuya. Se merece encontrar una buena familia definitiva.  Está en Valencia pero si le sale una buena familia podría enviarse a otras partes de España. Si te animas a darle una oportunidad, envia email a aso.cuentaconmigo@gmail.com Gracias.",https://petshelter.miwuki.com/c/BPBSTeyXh1,miwuki,2
